pitcher_id,pitcher_name,era,whip,k_per_9,bb_per_9,ip,fip_computed
642545,Jaime Barria,1.59,1.0,9.0,2.91,34.0,2.885294117647059
650633,Michael King,1.76,1.11,10.27,2.93,30.2,2.2559602649006623
664062,Tony Gonsolin,1.77,0.9,6.31,3.28,35.2,4.314772727272727
693821,Bryce Elder,1.92,1.16,7.68,2.6,65.2,3.1039877300613496
608718,Brent Suter,1.93,1.1,7.71,3.31,32.2,2.52888198757764
641540,Dane Dunning,2.06,1.04,6.0,2.06,48.0,2.5041666666666664
663556,Shane McClanahan,2.07,1.15,10.59,3.49,69.2,3.265606936416185
670174,Josh Winckowski,2.08,1.04,6.75,1.82,34.2,3.3839181286549707
543243,Sonny Gray,2.09,1.21,10.29,3.58,60.1,2.051830282861897
593958,Eduardo Rodriguez,2.13,0.98,8.91,2.13,67.2,3.030952380952381
664285,Framber Valdez,2.38,1.04,9.63,1.88,72.0,2.719444444444444
543135,Nathan Eovaldi,2.42,1.0,8.48,1.7,74.1,2.3537786774628877
573186,Marcus Stroman,2.59,0.99,7.64,2.96,73.0,3.3280821917808217
656876,Drew Rasmussen,2.62,1.05,9.47,2.22,44.2,2.3581447963800906
669160,Dustin May,2.63,0.94,6.38,3.0,48.0,3.0041666666666664
657006,Justin Steele,2.65,1.06,7.68,2.12,68.0,2.5323529411764705
594798,Jacob deGrom,2.67,0.76,13.35,1.19,30.1,1.4224252491694351
641927,Bailey Ober,2.68,1.02,8.26,2.45,40.1,3.1001246882793017
622491,Luis Castillo,2.69,0.99,10.74,2.12,63.2,2.6911392405063292
607259,Nick Martinez,2.7,1.2,7.14,3.47,46.2,3.8426406926406926
671106,Logan Allen,2.72,1.31,9.76,2.5,39.2,2.7928571428571427
668678,Zac Gallen,2.72,1.03,10.16,1.98,72.2,1.9034626038781164
657277,Logan Webb,2.75,1.07,9.5,1.75,72.0,3.0666666666666664
592332,Kevin Gausman,2.76,1.12,12.0,2.16,75.0,2.243333333333333
657746,Joe Ryan,2.77,1.0,10.52,1.8,65.0,2.6115384615384616
680686,Josiah Gray,2.77,1.41,7.44,4.52,61.2,4.277450980392157
592351,Jon Gray,2.81,1.11,7.18,2.97,57.2,4.356293706293706
518876,Merrill Kelly,2.83,1.07,9.75,3.53,63.2,3.1816455696202532
660271,Shohei Ohtani,2.91,0.95,12.46,3.88,65.0,3.273076923076923
543037,Gerrit Cole,2.93,1.14,9.65,3.18,73.2,3.4778688524590162
664875,Justin Lawrence,2.93,1.08,9.68,3.52,30.2,2.5870860927152317
656234,Jake Bird,2.95,1.2,9.57,3.19,36.2,2.7908839779005525
664299,Cristian Javier,2.97,0.99,9.47,2.26,63.2,3.640506329113924
675911,Spencer Strider,2.97,0.99,14.98,3.11,63.2,2.0740506329113924
682243,Bryce Miller,3.0,0.75,7.75,0.75,36.0,2.4
669923,George Kirby,3.04,1.01,7.35,0.76,71.0,3.0514084507042254
502171,Alex Cobb,3.05,1.4,8.27,2.61,62.0,3.4403225806451614
592767,Drew Smyly,3.15,1.05,7.95,2.1,60.0,3.3833333333333333
656232,Brandon Bielak,3.19,1.48,8.13,3.48,31.0,5.0209677419354835
676440,Tanner Bibee,3.2,1.12,9.15,2.29,39.1,2.8686700767263424
621381,Matt Strahm,3.2,1.04,11.9,2.52,39.1,2.6640664961636826
453286,Max Scherzer,3.21,1.09,9.06,2.64,47.2,3.9338983050847456
656605,Mitch Keller,3.25,1.08,11.21,2.05,74.2,2.557008086253369
669330,Tyler Wells,3.29,0.83,8.71,1.71,63.0,4.467460317460318
621107,Zach Eflin,3.3,1.0,8.55,1.2,60.0,3.3833333333333333
477132,Clayton Kershaw,3.32,1.14,10.83,2.31,62.1,3.182206119162641
663776,Patrick Sandoval,3.42,1.28,5.86,3.58,55.1,3.984845735027223
