pitcher_id,pitcher_name,era,whip,k_per_9,bb_per_9,ip,fip_computed
663158,Robert Suarez,0.56,0.84,7.31,1.69,32.0,2.49375
695243,Mason Miller,0.79,0.79,16.75,2.96,45.2,0.38451327433628313
686973,Louis Varland,0.98,0.96,11.95,2.45,55.0,1.5499999999999998
687396,Brent Headrick,1.3,1.08,10.57,2.93,55.1,2.2425589836660618
641329,Bryan Baker,1.49,0.87,9.57,3.19,42.1,2.698693586698337
694819,Jacob Misiorowski,1.58,0.75,13.88,2.1,120.0,1.8499999999999999
643511,Tyler Rogers,1.69,1.13,5.06,2.63,48.0,2.9
670059,Colin Holderman,1.71,0.83,8.79,3.21,42.0,2.5785714285714283
547973,Aroldis Chapman,1.72,1.23,12.03,4.17,36.2,2.2107734806629833
675512,Troy Melton,1.75,0.93,8.06,2.82,67.0,3.8514925373134328
660271,Shohei Ohtani,1.79,0.95,9.98,2.73,85.2,2.445774647887324
656641,Jacob Latz,1.8,0.66,9.18,1.98,50.0,2.55
676962,Ben Brown,1.85,0.94,8.6,2.51,68.0,2.458823529411765
596133,Luke Weaver,1.88,0.84,9.21,2.3,43.0,2.7779069767441857
663738,Daniel Lynch IV,2.0,0.93,6.8,2.4,45.0,3.0166666666666666
548384,Brooks Raley,2.01,1.12,8.93,3.35,40.1,2.9255610972568578
676477,Garrett Whitlock,2.03,0.88,9.45,1.35,40.0,2.4749999999999996
669084,DL Hall,2.03,1.23,9.29,6.97,31.0,3.8274193548387094
661395,Jhoan Duran,2.04,1.02,13.5,1.53,35.1,1.0132478632478632
693645,Cam Schlittler,2.04,0.91,10.87,1.71,136.2,2.445154185022026
519242,Chris Sale,2.08,1.02,11.0,2.0,117.0,2.261111111111111
622088,Tejay Antone,2.1,0.9,8.13,2.1,34.1,3.560557184750733
621112,Paul Blackburn,2.15,1.04,6.75,3.07,58.2,4.009106529209622
669276,Dylan Lee,2.16,0.72,10.98,1.44,50.0,1.97
687330,Kevin Kelly,2.17,0.85,7.25,1.45,49.2,3.0686991869918696
595345,Steven Okert,2.19,0.84,9.11,2.03,53.1,3.0181732580037663
689266,Dylan Dodd,2.2,0.83,9.92,3.03,32.2,3.15
666974,Yennier Cano,2.21,0.95,7.61,1.96,36.2,2.45939226519337
681895,Evan Sisk,2.23,1.18,10.65,3.22,36.1,2.5682825484764544
664199,Taylor Clarke,2.23,0.87,4.66,1.68,48.1,3.7529106029106027
628452,Raisel Iglesias,2.31,1.05,9.92,2.08,39.0,2.9705128205128206
682842,Abner Uribe,2.32,1.08,8.65,3.16,42.2,3.1973933649289097
699134,Bradgley Rodriguez,2.33,1.17,9.13,3.11,46.1,2.7161605206073753
605280,Clay Holmes,2.39,1.1,7.69,3.08,52.2,3.207471264367816
695505,Chase Burns,2.4,1.12,10.22,3.28,112.2,3.470855614973262
656945,Tanner Scott,2.42,0.85,11.49,1.41,44.2,2.222398190045249
607259,Nick Martinez,2.45,1.1,5.14,1.53,117.1,3.7392399658411613
656302,Dylan Cease,2.46,1.09,13.26,3.81,113.1,2.2746684350132624
691799,Grant Taylor,2.47,1.02,12.35,2.96,54.2,2.338191881918819
593958,Eduardo Rodriguez,2.48,1.21,6.06,3.1,130.2,4.13310291858679
592094,Jason Adam,2.51,1.18,6.12,2.23,32.1,4.551869158878505
