pitcher_id,pitcher_name,era,whip,k_per_9,bb_per_9,ip,fip_computed
642585,Félix Bautista,0.87,0.85,17.59,3.66,51.2,1.196875
623352,Josh Hader,0.9,0.98,13.73,4.95,40.0,2.075
641835,Tim Mayza,1.22,1.08,9.0,1.95,37.0,2.15
670280,David Bednar,1.27,1.03,11.39,2.74,42.2,1.8229857819905213
593576,Héctor Neris,1.41,1.12,10.07,4.43,44.2,3.851357466063348
642207,Devin Williams,1.56,0.99,13.17,4.46,40.1,2.6761845386533665
641656,Ian Hamilton,1.6,1.16,10.96,3.74,33.2,2.728313253012048
455119,Chris Martin,1.62,1.02,8.1,1.62,33.1,2.6666163141993957
660813,Brusdar Graterol,1.8,1.11,6.8,1.4,45.0,2.9722222222222223
608032,Carlos Estévez,1.88,1.33,11.09,4.6,43.0,3.4290697674418604
666974,Yennier Cano,1.93,1.03,8.06,1.58,51.1,2.64119373776908
519043,Matt Moore,1.93,0.92,8.27,2.76,32.2,3.8332298136645964
663947,Tyler Holton,1.99,0.96,7.95,2.48,54.1,3.408780036968577
502085,David Robertson,2.0,0.98,9.8,2.6,45.0,3.283333333333333
606303,Joel Payamps,2.01,0.89,10.4,1.46,49.1,2.905600814663951
664747,Alexis Díaz,2.09,1.01,12.93,3.8,47.1,2.088428874734607
621363,Colin Poche,2.13,1.11,7.58,4.03,38.0,4.176315789473684
656464,Kevin Ginkel,2.18,0.99,8.27,2.83,41.1,2.882360097323601
622065,Alex Young,2.18,1.26,8.49,3.27,41.1,3.928588807785888
605280,Clay Holmes,2.21,1.13,11.07,3.54,40.2,2.1798507462686567
623465,Evan Phillips,2.21,0.81,10.4,1.99,40.2,2.4534825870646766
607755,Andrew Vasquez,2.27,1.24,7.71,3.18,39.2,3.8132653061224486
642048,Tayler Saucedo,2.27,1.39,9.09,4.55,31.2,3.0538461538461537
593974,Wandy Peralta,2.29,1.19,7.32,4.81,39.1,4.121867007672634
571948,Hoby Milner,2.3,1.07,8.37,2.09,43.0,3.4988372093023257
640470,Adbert Alzolay,2.33,0.95,10.1,1.36,46.1,2.1955531453362256
671345,Jason Foley,2.33,1.1,7.96,2.14,46.1,2.087093275488069
650644,Aaron Civale,2.34,1.04,6.78,2.57,77.0,3.3448051948051947
671096,Andrew Abbott,2.35,1.03,9.83,3.05,65.0,3.7807692307692307
691587,Eury Pérez,2.36,1.09,10.29,2.87,53.1,3.5266478342749528
548384,Brooks Raley,2.37,1.24,10.18,4.26,38.0,3.3342105263157893
571946,Shelby Miller,2.4,1.0,9.3,5.4,30.0,4.183333333333334
660853,Enyel De Los Santos,2.45,1.05,7.77,3.68,44.0,3.2409090909090907
657571,Caleb Ferguson,2.45,1.31,10.93,4.02,40.1,2.7011221945137156
621051,Steven Wilson,2.45,1.05,9.41,4.3,44.0,3.672727272727273
657006,Justin Steele,2.46,1.11,8.21,1.97,109.2,2.811172161172161
643511,Tyler Rogers,2.47,1.08,7.41,2.47,54.2,3.279151291512915
605483,Blake Snell,2.5,1.29,11.8,5.14,119.0,3.4441176470588233
657514,Brennan Bernardino,2.5,1.03,10.25,2.25,36.0,2.344444444444444
676254,Ryan Walker,2.5,1.17,10.25,2.25,36.0,3.4277777777777776
650556,Bryan Abreu,2.5,1.11,13.77,3.75,50.1,2.8905189620758485
592094,Jason Adam,2.51,1.0,11.09,3.35,43.0,3.01046511627907
477132,Clayton Kershaw,2.55,1.05,9.91,2.27,95.1,3.339274447949527
666808,Camilo Doval,2.57,1.04,12.31,3.49,49.0,2.1091836734693876
623437,Justin Topa,2.59,1.22,8.21,2.38,41.2,2.737378640776699
656876,Drew Rasmussen,2.62,1.05,9.47,2.22,44.2,2.3581447963800906
669160,Dustin May,2.63,0.94,6.38,3.0,48.0,3.0041666666666664
641729,Joe Jiménez,2.63,1.12,11.23,2.63,37.2,2.9080645161290324
666619,Gregory Santos,2.63,1.25,8.94,1.93,51.1,2.054109589041096
543037,Gerrit Cole,2.64,1.05,9.84,2.38,136.1,2.995701689933872
547973,Aroldis Chapman,2.65,1.13,16.15,5.3,37.1,1.6675202156334232
573124,Taylor Rogers,2.65,1.1,10.61,4.34,37.1,3.635175202156334
661395,Jhoan Duran,2.66,1.11,12.17,3.76,40.2,2.975870646766169
650911,Cristopher Sánchez,2.66,0.91,7.8,1.52,47.1,3.850636942675159
594798,Jacob deGrom,2.67,0.76,13.35,1.19,30.1,1.4224252491694351
543135,Nathan Eovaldi,2.69,1.01,8.08,2.47,123.2,3.02012987012987
656271,Brock Burke,2.72,1.12,6.7,1.26,43.0,3.894186046511628
605447,Jordan Romano,2.79,1.19,10.93,3.21,42.0,3.030952380952381
608718,Brent Suter,2.79,1.16,7.45,2.79,48.1,2.962889812889813
608379,Michael Wacha,2.84,1.07,7.67,2.63,85.2,3.537323943661972
519293,Will Smith,2.84,0.84,9.24,1.89,38.0,2.413157894736842
641585,J.P. France,2.85,1.22,6.28,2.55,91.2,4.02719298245614
669459,Kyle Nelson,2.85,1.12,11.63,1.98,41.0,3.442682926829268
453268,Daniel Bard,2.87,1.46,7.88,8.12,37.2,4.816666666666666
622491,Luis Castillo,2.88,1.01,10.21,2.26,131.1,3.516132723112128
687330,Kevin Kelly,2.91,0.99,7.38,2.14,46.1,2.499240780911063
543056,Danny Coulombe,2.92,1.11,11.19,2.19,37.0,2.4472972972972973
623149,Paul Sewald,2.93,1.02,12.56,2.93,43.0,2.847674418604651
663941,Tristan Beck,2.94,1.1,7.1,2.25,52.0,3.823076923076923
670174,Josh Winckowski,2.95,1.36,7.76,2.48,58.0,4.046551724137931
593958,Eduardo Rodriguez,2.95,1.03,9.27,2.14,88.1,2.9797389330306467
661403,Emmanuel Clase,2.96,1.09,7.95,2.22,48.2,2.6520746887966804
664875,Justin Lawrence,2.96,1.12,9.22,3.95,54.2,3.131549815498155
502171,Alex Cobb,2.97,1.35,8.49,2.38,106.0,3.0367924528301886
675540,Xzavion Curry,2.98,1.19,5.97,2.67,57.1,4.305866900175131
640448,Kyle Finnegan,3.0,1.18,8.6,2.8,45.0,3.9055555555555554
643410,Mark Leiter Jr.,3.0,0.96,11.4,3.0,45.0,2.772222222222222
663556,Shane McClanahan,3.0,1.18,9.57,3.32,111.0,3.654504504504504
595345,Steven Okert,3.0,1.05,12.0,3.23,39.0,3.226923076923077
656945,Tanner Scott,3.02,1.14,12.61,3.73,50.2,2.094223107569721
670950,Trevor Richards,3.04,1.18,13.67,3.88,53.1,3.6019774011299432
643377,Griffin Jax,3.05,1.06,8.53,2.23,44.1,2.583106575963719
605397,Joe Musgrove,3.05,1.14,8.97,1.94,97.1,3.1397013388259527
623433,Nick Anderson,3.06,1.1,9.17,2.29,35.1,2.979059829059829
489119,Wade Miley,3.06,1.15,6.12,2.53,67.2,4.176785714285714
664139,Ian Gibaut,3.08,1.22,7.86,3.42,52.2,4.0312260536398465
592332,Kevin Gausman,3.1,1.13,12.05,2.26,127.2,2.6468553459119497
676440,Tanner Bibee,3.11,1.19,9.13,3.11,89.2,3.4639013452914797
640451,Hunter Harvey,3.12,0.99,10.04,2.68,40.1,3.4243142144638403
518397,Scott Alexander,3.13,0.98,5.12,1.71,31.2,2.98974358974359
518886,Craig Kimbrel,3.13,0.96,12.72,3.52,46.0,3.1934782608695653
607192,Tyler Glasnow,3.15,1.08,12.58,2.88,68.2,3.018035190615836
445276,Kenley Jansen,3.15,1.34,10.75,3.67,34.1,3.120674486803519
600917,José Leclerc,3.15,1.22,9.7,4.46,34.1,4.000439882697947
434378,Justin Verlander,3.15,1.14,7.73,2.96,94.1,3.66009564293305
519151,Ryan Pressly,3.17,0.93,9.5,1.68,48.1,3.2123700623700624
650633,Michael King,3.17,1.19,10.33,3.33,54.0,3.1685185185185185
666200,Jesús Luzardo,3.17,1.18,10.58,2.52,125.0,2.9899999999999998
673540,Kodai Senga,3.17,1.24,11.14,4.54,105.0,3.55
663986,Trevor Stephan,3.18,1.28,9.13,3.18,45.1,3.903880266075388
693821,Bryce Elder,3.18,1.19,6.58,2.74,121.2,3.8843234323432343
543859,Michael Tonkin,3.19,0.97,7.55,1.84,53.2,3.544736842105263
677053,Andrew Nardi,3.19,1.12,11.78,2.7,36.2,3.923480662983425
641927,Bailey Ober,3.19,1.04,8.67,1.64,98.2,3.486048879837067
543243,Sonny Gray,3.22,1.27,8.82,3.38,117.1,2.757173356105892
518876,Merrill Kelly,3.23,1.16,9.25,3.48,106.0,3.602830188679245
665871,Javier Assad,3.24,1.3,7.2,4.14,50.0,4.23
664208,Phil Maton,3.24,1.12,9.72,3.42,50.0,3.17
680704,Nick Sandlin,3.27,0.92,10.23,3.27,41.1,3.855596107055961
680686,Josiah Gray,3.27,1.41,7.76,4.11,118.1,4.445512277730737
641540,Dane Dunning,3.28,1.19,5.72,2.52,107.0,3.9350467289719626
664285,Framber Valdez,3.29,1.14,9.57,2.29,126.0,2.9198412698412697
680694,Kyle Bradish,3.29,1.14,8.22,2.34,104.0,3.351923076923077
641941,Emilio Pagán,3.3,1.01,8.35,2.72,46.1,3.32353579175705
621244,José Berríos,3.31,1.2,8.49,2.76,130.1,3.5804381245196004
669947,Jesse Scholtens,3.32,1.32,5.45,2.84,38.0,4.597368421052631
