pitcher_id,pitcher_name,era,whip,k_per_9,bb_per_9,ip,fip_computed
455119,Chris Martin,1.05,1.03,8.06,1.4,51.1,2.3280821917808217
623352,Josh Hader,1.16,1.1,13.91,4.8,54.1,2.1333641404805914
660813,Brusdar Graterol,1.22,0.98,6.38,1.63,66.1,2.862556732223903
641835,Tim Mayza,1.38,1.22,8.77,2.58,52.1,2.3054702495201536
445926,Jesse Chavez,1.38,1.04,10.19,3.03,32.2,2.2804347826086957
542888,Shawn Armstrong,1.41,0.88,9.53,1.59,51.0,2.07156862745098
642585,Félix Bautista,1.48,0.92,16.23,3.84,61.0,1.674590163934426
642207,Devin Williams,1.56,0.94,13.27,4.37,57.2,2.5555944055944053
571946,Shelby Miller,1.71,0.9,9.0,4.07,42.0,3.4357142857142855
670102,Bowden Francis,1.73,0.83,8.67,1.98,36.1,3.676315789473684
650556,Bryan Abreu,1.77,1.03,12.55,3.8,71.0,2.7274647887323944
593576,Héctor Neris,1.78,1.05,10.42,3.97,65.2,3.548773006134969
621237,José Alvarado,1.79,1.19,13.83,4.02,40.1,2.376932668329177
676680,Tom Cosgrove,1.81,0.95,7.79,3.08,49.2,3.23130081300813
686752,Ryan Pepiot,1.85,0.74,8.08,0.92,39.0,3.329487179487179
571948,Hoby Milner,1.85,0.96,8.24,1.85,63.1,2.959825673534073
670280,David Bednar,2.04,1.12,10.58,2.85,66.1,2.333055975794251
623465,Evan Phillips,2.09,0.85,9.7,1.94,60.1,2.93369384359401
666974,Yennier Cano,2.12,1.01,7.96,1.62,72.1,2.6368238557558943
663947,Tyler Holton,2.19,0.85,8.09,1.86,82.1,3.3936053593179047
605483,Blake Snell,2.25,1.19,11.7,4.95,180.0,3.283333333333333
621363,Colin Poche,2.26,1.09,8.9,3.62,59.2,3.2513513513513512
605540,Brandon Woodruff,2.28,0.82,9.94,2.01,67.0,3.358955223880597
669387,Carmen Mlodzinski,2.29,1.25,8.66,4.33,35.1,3.7767806267806265
656945,Tanner Scott,2.38,1.02,12.01,2.85,75.2,1.9398936170212766
477132,Clayton Kershaw,2.42,1.05,9.4,2.71,126.1,3.8161379857256144
656546,Jeff Hoffman,2.42,0.92,11.77,3.29,52.0,2.3807692307692307
661395,Jhoan Duran,2.49,1.14,12.33,3.52,61.1,2.8554009819967265
650633,Michael King,2.5,1.11,11.26,2.86,100.2,2.5012974051896206
656464,Kevin Ginkel,2.52,0.99,9.65,3.22,64.1,2.68198127925117
664854,Ryan Helsley,2.52,1.04,12.62,4.29,35.2,2.127272727272727
621366,Ryan Borucki,2.54,0.77,7.38,0.92,39.0,3.15
677053,Andrew Nardi,2.54,1.11,11.44,3.18,56.2,3.2745551601423486
608331,Max Fried,2.55,1.13,9.27,2.09,77.2,2.955699481865285
606303,Joel Payamps,2.58,1.06,9.82,2.2,69.2,3.1933526011560693
671345,Jason Foley,2.61,1.16,7.17,1.96,69.0,2.5847826086956522
519043,Matt Moore,2.61,1.16,10.28,2.61,51.2,3.5015625
669060,Bryse Wilson,2.62,1.07,7.14,2.62,75.2,3.9877659574468085
656876,Drew Rasmussen,2.62,1.05,9.47,2.22,44.2,2.3581447963800906
669160,Dustin May,2.63,0.94,6.38,3.0,48.0,3.0041666666666664
543037,Gerrit Cole,2.63,0.98,9.56,2.07,209.0,2.9586124401913874
664126,Pete Fairbanks,2.64,0.99,13.8,3.86,44.1,2.24297052154195
623437,Justin Topa,2.65,1.15,7.81,2.38,68.0,2.973529411764706
592454,Tommy Kahnle,2.66,1.11,10.62,4.2,40.2,3.7967661691542287
594798,Jacob deGrom,2.67,0.76,13.35,1.19,30.1,1.4224252491694351
543056,Danny Coulombe,2.68,1.09,10.01,2.15,50.1,2.6709580838323355
573204,Caleb Thielbar,2.7,0.9,10.5,1.8,30.0,3.583333333333333
640470,Adbert Alzolay,2.71,1.02,9.43,1.71,63.0,2.657936507936508
598286,Nick Ramirez,2.72,1.26,6.35,2.04,39.2,2.7418367346938775
641656,Ian Hamilton,2.73,1.23,10.93,4.18,56.0,2.5785714285714283
600917,José Leclerc,2.75,1.17,10.51,4.53,55.2,3.4942028985507245
543243,Sonny Gray,2.79,1.15,8.95,2.69,184.0,2.622826086956522
640451,Hunter Harvey,2.79,0.91,9.93,2.02,58.0,3.1844827586206894
