pitcher_id,pitcher_name,era,whip,k_per_9,bb_per_9,ip,fip_computed
661403,Emmanuel Clase,0.72,0.64,7.69,1.07,50.1,2.0521956087824353
656546,Jeff Hoffman,0.98,0.91,11.93,2.54,46.0,1.9108695652173913
489446,Kirby Yates,1.17,0.91,12.44,4.23,38.1,2.1263779527559055
656945,Tanner Scott,1.18,1.01,10.45,5.32,45.2,3.17212389380531
662253,Andrés Muñoz,1.25,0.95,11.01,3.95,43.1,2.6163573085846865
682120,Tim Herrin,1.27,0.98,8.86,4.22,42.2,2.8893364928909953
605463,Tayler Scott,1.37,0.95,9.23,3.93,52.2,3.15
683769,Hunter Gaddis,1.41,0.76,8.29,1.94,51.0,2.4637254901960786
663158,Robert Suarez,1.48,0.84,8.86,1.69,42.2,2.96042654028436
663542,Bryan Hudson,1.6,0.75,9.59,2.31,50.2,3.329282868525896
643338,Chad Green,1.62,0.87,8.37,2.43,33.1,4.056344410876132
660896,Jorge Alcala,1.63,0.96,8.84,3.49,38.2,2.6787958115183246
628452,Raisel Iglesias,1.77,0.76,8.41,1.77,40.2,2.503233830845771
657044,Ryan Thompson,1.81,0.96,6.45,1.61,44.2,3.421493212669683
543339,Daniel Hudson,1.88,0.88,9.84,2.09,43.0,3.1732558139534883
669276,Dylan Lee,1.88,1.16,9.63,2.51,43.0,3.0569767441860463
694973,Paul Skenes,1.9,0.9,11.49,1.79,80.2,2.4766832917705734
681911,Alex Vesia,1.91,1.0,12.06,4.21,47.0,3.256382978723404
671922,Cade Smith,1.95,0.91,12.43,1.95,50.2,1.2774900398406375
571670,Dylan Floro,2.06,1.05,6.88,2.24,52.1,2.61257197696737
625643,Reynaldo López,2.06,1.19,8.77,3.18,104.2,3.1308061420345488
643377,Griffin Jax,2.14,0.91,11.65,2.33,46.1,2.1738611713665943
679885,Justin Martinez,2.14,1.21,9.91,4.47,46.1,2.7161605206073753
668338,Tyson Miller,2.15,0.8,8.36,1.19,37.2,3.4188172043010754
664854,Ryan Helsley,2.15,1.15,10.57,3.72,46.0,2.606521739130435
657649,Jared Koenig,2.16,1.15,8.42,3.24,41.2,3.295631067961165
689147,Orion Kerkering,2.21,1.06,9.96,1.99,40.2,1.5828358208955224
695243,Mason Miller,2.21,0.84,15.49,3.1,40.2,1.6823383084577115
592866,Trevor Williams,2.22,1.08,7.46,2.54,56.2,2.7941281138790037
608032,Carlos Estévez,2.25,0.69,8.25,1.25,36.0,2.8166666666666664
607455,Anthony Banda,2.3,1.18,9.19,4.02,31.1,3.2786173633440514
641729,Joe Jiménez,2.3,0.95,9.42,3.35,43.0,2.4755813953488373
670059,Colin Holderman,2.31,1.28,10.62,4.15,39.0,3.842307692307692
573124,Taylor Rogers,2.32,1.22,9.91,2.74,42.2,3.3869668246445497
445926,Jesse Chavez,2.33,1.14,7.58,2.72,46.1,4.625054229934924
693433,Bryan Woo,2.35,0.89,6.2,1.01,53.2,3.0748120300751878
669373,Tarik Skubal,2.35,0.92,10.66,1.66,130.0,2.4346153846153844
676254,Ryan Walker,2.38,0.92,10.48,2.06,56.2,2.4204626334519572
656730,Trevor Megill,2.41,1.04,10.69,2.14,33.2,2.637951807228916
621381,Matt Strahm,2.41,0.88,11.85,1.76,41.0,2.0524390243902437
673380,Dedniel Núñez,2.43,0.93,12.15,2.16,33.1,2.33429003021148
592094,Jason Adam,2.44,0.88,9.38,3.0,48.0,3.15
554340,Yimi García,2.45,0.76,12.27,2.18,33.0,2.3318181818181816
669203,Corbin Burnes,2.47,1.04,8.31,2.14,138.2,3.4249638205499275
676130,José Buttó,2.47,1.02,9.38,4.45,54.2,3.7404059040590405
668941,JoJo Romero,2.49,1.06,7.48,1.87,43.1,3.3124129930394433
657376,Clarke Schmidt,2.52,1.14,9.94,2.97,60.2,3.2164451827242524
681676,Ryan Fernandez,2.57,1.16,8.82,3.67,49.0,3.211224489795918
547184,Michael Kelly,2.59,1.18,6.32,2.87,31.1,3.5358520900321544
663773,Bryan Hoeing,2.61,1.23,7.55,2.61,31.0,3.182258064516129
677161,Zack Kelly,2.61,1.09,9.8,4.14,41.1,4.561192214111922
667463,John King,2.61,1.14,6.75,1.31,41.1,3.028345498783455
592767,Drew Smyly,2.61,1.21,7.4,3.48,41.1,4.244890510948905
605513,Spencer Turnbull,2.65,1.05,9.61,3.31,54.1,3.556654343807763
669093,Jeremiah Estrada,2.66,0.98,14.16,2.66,40.2,2.1549751243781095
607625,Seth Lugo,2.66,1.04,7.84,2.02,142.1,3.178149190710767
670970,Adrian Morejon,2.66,1.3,9.61,3.27,44.0,2.6954545454545453
656464,Kevin Ginkel,2.68,1.13,8.81,1.34,47.0,2.4691489361702126
650556,Bryan Abreu,2.7,1.29,12.66,4.73,53.1,3.375988700564972
