pitcher_id,pitcher_name,era,whip,k_per_9,bb_per_9,ip,fip_computed
489446,Kirby Yates,1.19,0.89,14.98,1.93,60.2,0.8742524916943522
657097,Jacob Webb,1.39,1.11,7.79,3.34,32.1,4.146884735202492
501789,Will Harris,1.51,0.94,9.35,2.11,59.2,3.0824324324324324
553878,Felipe Vázquez,1.65,0.93,13.5,1.95,60.0,1.8833333333333333
607192,Tyler Glasnow,1.78,0.89,11.27,2.08,60.2,2.186544850498339
493603,Adam Ottavino,1.79,1.3,12.12,5.37,65.1,3.2421658986175115
521230,Liam Hendriks,1.8,0.96,13.13,2.22,85.0,1.7382352941176469
571704,Ken Giles,1.87,1.0,14.09,2.89,53.0,2.206603773584906
519443,Brandon Workman,1.91,1.05,12.86,5.73,70.2,2.3807692307692307
502154,Zack Britton,1.94,1.14,7.76,4.77,60.1,3.6658069883527453
594987,Casey Sadler,2.14,1.17,6.02,2.53,46.1,4.061062906724512
607481,Aaron Bummer,2.16,0.99,8.1,3.24,66.2,3.2104229607250754
572888,Shane Greene,2.18,1.0,9.29,2.47,62.0,3.375806451612903
547973,Aroldis Chapman,2.25,1.13,13.5,4.02,56.0,2.1857142857142855
623184,Scott Oberg,2.25,1.11,9.32,3.7,56.0,3.4714285714285715
641941,Emilio Pagán,2.31,0.83,12.34,1.67,70.0,3.1928571428571426
547943,Hyun Jin Ryu,2.32,1.01,8.03,1.18,182.2,2.968880351262349
519151,Ryan Pressly,2.32,0.9,11.93,1.99,54.1,2.59547134935305
650644,Aaron Civale,2.34,1.04,7.18,2.5,57.2,3.28986013986014
606149,Giovanny Gallegos,2.34,0.81,11.47,1.97,73.0,2.8623287671232878
605182,Mike Clevinger,2.39,1.03,12.34,2.62,120.1,2.2507493755203996
594798,Jacob deGrom,2.43,0.97,11.25,1.94,204.0,2.507843137254902
592858,Rowan Wick,2.43,1.14,9.45,4.32,33.1,2.4853474320241693
543339,Daniel Hudson,2.47,1.14,8.75,3.33,73.0,3.739041095890411
570663,Hansel Robles,2.48,1.02,9.29,1.98,72.2,2.817590027700831
