pitcher_id,pitcher_name,era,whip,k_per_9,bb_per_9,ip,fip_computed
808967,Yoshinobu Yamamoto,1.06,1.0,11.38,2.91,34.0,2.3558823529411765
641816,Tyler Mahle,1.14,0.98,7.39,3.69,31.2,2.7333333333333334
608331,Max Fried,1.19,1.04,7.88,2.15,37.2,2.800537634408602
686613,Hunter Brown,1.22,0.84,9.73,1.7,37.0,1.9067567567567567
666200,Jesús Luzardo,1.73,1.07,10.16,2.48,36.1,2.069667590027701
656731,Tylor Megill,1.74,1.13,11.32,3.48,31.0,2.214516129032258
601713,Nick Pivetta,1.78,0.82,9.93,2.04,35.1,2.352279202279202
676979,Garrett Crochet,2.05,1.05,10.23,3.68,44.0,2.6954545454545453
650633,Michael King,2.09,1.01,10.71,2.79,38.2,2.7049738219895287
543135,Nathan Eovaldi,2.11,0.77,9.7,0.63,42.2,2.107345971563981
681343,Shane Smith,2.23,1.08,7.24,3.34,32.1,3.0565420560747665
663460,Kris Bubic,2.25,1.14,9.25,3.0,36.0,2.8166666666666664
666157,Nick Lodolo,2.25,0.86,6.75,1.25,36.0,3.511111111111111
669373,Tarik Skubal,2.34,1.04,10.38,1.3,34.2,2.389766081871345
669302,Logan Gilbert,2.37,0.79,13.05,1.78,30.1,2.1200996677740864
694973,Paul Skenes,2.39,0.8,9.32,0.96,37.2,1.7252688172043011
571760,Andrew Heaney,2.5,0.89,7.75,2.25,36.0,3.261111111111111
642547,Freddy Peralta,2.52,1.07,9.38,3.2,39.1,3.789386189258312
656288,Griffin Canning,2.61,1.39,9.0,4.06,31.0,3.343548387096774
605135,Chris Bassitt,2.62,1.17,10.22,1.83,34.1,2.2409090909090907
605280,Clay Holmes,2.64,1.27,10.57,3.82,30.2,2.0572847682119204
656876,Drew Rasmussen,2.64,0.98,8.8,2.05,30.2,2.7195364238410593
680730,Mitchell Parker,2.65,1.13,4.82,3.86,37.1,3.7160377358490564
542881,Tyler Anderson,2.67,1.04,7.22,3.74,33.2,5.137951807228916
571510,Matthew Boyd,2.7,1.44,8.1,3.51,33.1,3.6938066465256796
668881,Hunter Greene,2.7,0.85,10.55,1.47,36.2,3.426243093922652
594798,Jacob deGrom,2.73,1.0,9.0,1.91,33.0,3.756060606060606
684007,Shota Imanaga,2.77,1.13,6.92,3.0,39.0,4.944871794871795
694297,Brandon Pfaadt,2.78,1.12,7.32,1.51,35.2,3.860227272727273
657277,Logan Webb,2.83,1.21,10.89,2.4,41.1,1.8361313868613138
680885,Spencer Schwellenbach,2.87,0.98,7.88,1.43,37.2,3.25752688172043
676664,JP Sears,2.94,1.07,8.02,1.6,33.2,3.451204819277108
608372,Tomoyuki Sugano,3.0,1.15,4.64,1.64,33.0,5.028787878787879
