pitcher_id,pitcher_name,era,whip,k_per_9,bb_per_9,ip,fip_computed
543056,Danny Coulombe,1.16,0.97,9.0,2.61,31.0,2.0209677419354835
678495,Randy Rodríguez,1.2,0.84,12.4,1.8,45.0,1.861111111111111
547973,Aroldis Chapman,1.29,0.81,13.29,2.79,42.0,2.0547619047619046
662253,Andrés Muñoz,1.32,0.93,11.85,3.95,41.0,2.15
642701,Dennis Santana,1.36,0.82,7.38,1.94,46.1,2.434164859002169
694037,Daniel Palencia,1.4,0.88,9.78,2.56,38.2,2.4955497382198955
621242,Edwin Díaz,1.48,0.89,13.5,3.38,42.2,1.8703791469194313
543135,Nathan Eovaldi,1.49,0.89,9.17,1.75,103.0,2.324757281553398
669432,Trevor Rogers,1.49,0.79,7.45,2.42,48.1,2.838149688149688
669062,Erik Miller,1.5,1.47,6.6,6.0,30.0,3.683333333333333
670970,Adrian Morejon,1.63,0.74,9.06,1.63,49.2,1.9304878048780487
643511,Tyler Rogers,1.8,0.86,6.84,0.72,50.0,2.65
669622,Anthony Bender,1.83,0.97,7.11,3.65,44.1,3.6715419501133786
694973,Paul Skenes,1.83,0.9,9.88,2.17,133.0,2.262781954887218
650556,Bryan Abreu,1.86,1.08,14.15,4.1,48.1,2.1728690228690226
592094,Jason Adam,1.89,1.26,9.63,3.96,52.1,3.073224568138196
571946,Shelby Miller,1.98,0.96,9.91,2.72,36.1,2.928393351800554
673540,Kodai Senga,2.0,1.21,8.61,4.31,85.2,3.7368544600938964
661395,Jhoan Duran,2.01,1.18,9.67,3.28,49.1,2.355702647657841
573204,Caleb Thielbar,2.01,0.82,8.48,2.45,40.1,2.7260598503740647
686973,Louis Varland,2.02,1.1,8.63,2.39,49.0,2.823469387755102
668941,JoJo Romero,2.04,1.19,8.92,3.82,35.1,2.808119658119658
676879,Aaron Ashby,2.05,1.21,9.68,3.52,30.2,2.5870860927152317
655889,Manuel Rodríguez,2.08,1.05,7.42,1.78,30.1,2.9506644518272425
669373,Tarik Skubal,2.09,0.84,11.51,1.28,133.2,1.8887387387387384
605288,Adrian Houser,2.1,1.22,6.16,2.88,68.2,3.311290322580645
682842,Abner Uribe,2.1,1.11,10.69,3.51,51.1,2.9543052837573383
671096,Andrew Abbott,2.15,1.11,7.95,2.73,108.2,3.6121072088724584
656730,Trevor Megill,2.19,1.08,10.95,3.65,37.0,2.6364864864864863
623352,Josh Hader,2.22,0.82,13.5,2.4,48.2,3.087759336099585
676979,Garrett Crochet,2.23,1.09,11.14,2.42,141.1,2.5830262225372076
678226,Daysbel Hernández,2.32,1.35,8.71,6.97,31.0,3.5370967741935484
641816,Tyler Mahle,2.34,1.13,6.55,3.16,77.0,3.422727272727273
664076,Garrett Cleavinger,2.35,1.02,11.97,2.82,38.1,3.4649606299212596
664208,Phil Maton,2.35,1.12,11.27,3.52,38.1,2.1526246719160103
678024,Mike Vasil,2.35,1.22,6.65,4.7,69.0,4.178985507246376
455119,Chris Martin,2.36,1.14,9.44,1.57,34.1,3.091348973607038
670280,David Bednar,2.37,1.11,12.08,2.37,38.0,1.9394736842105262
592779,Brock Stewart,2.38,1.09,10.85,2.91,34.0,2.8558823529411765
668674,Lucas Erceg,2.4,1.11,7.4,2.8,45.0,3.0166666666666666
681911,Alex Vesia,2.42,0.9,12.49,2.62,44.2,3.2857466063348415
702070,Noah Cameron,2.44,1.0,7.89,2.56,81.0,3.69320987654321
572955,Pierce Johnson,2.45,0.99,9.6,2.23,40.1,3.0502493765586034
573124,Taylor Rogers,2.45,1.45,9.27,5.18,33.0,3.9984848484848485
571510,Matthew Boyd,2.47,1.06,8.01,2.11,123.2,3.231168831168831
642100,Gabe Speier,2.48,0.98,12.15,2.25,40.0,2.5
608032,Carlos Estévez,2.51,1.14,7.14,3.09,46.2,3.7127705627705625
519242,Chris Sale,2.52,1.16,11.49,2.62,89.1,2.487822671156004
571948,Hoby Milner,2.52,1.1,8.28,2.52,50.0,2.41
676684,Will Vest,2.53,1.04,9.91,2.91,46.1,2.4775488069414315
680755,Braydon Fisher,2.53,0.91,10.97,2.25,32.0,2.275
684320,Yariel Rodríguez,2.53,0.96,8.27,3.21,53.1,3.846798493408663
686613,Hunter Brown,2.54,1.0,10.81,2.76,124.0,2.924193548387097
594798,Jacob deGrom,2.55,0.92,9.46,1.89,123.2,3.361038961038961
650911,Cristopher Sánchez,2.55,1.09,9.57,2.27,130.2,2.7736559139784944
663460,Kris Bubic,2.55,1.18,8.97,3.02,116.1,2.831309216192937
554430,Zack Wheeler,2.56,0.89,11.58,1.89,133.2,2.564414414414414
650633,Michael King,2.59,1.02,10.35,2.75,55.2,3.1681159420289853
669093,Jeremiah Estrada,2.59,1.05,12.21,2.96,48.2,2.7558091286307054
663738,Daniel Lynch IV,2.59,1.42,6.26,4.75,41.2,4.921844660194175
624133,Ranger Suarez,2.59,1.17,8.65,2.59,93.2,2.9246781115879825
642585,Félix Bautista,2.6,1.13,12.98,5.97,34.2,3.3839181286549707
663893,Brendon Little,2.61,1.3,13.41,5.59,48.1,2.5678794178794178
676395,Robert Garcia,2.61,1.21,10.02,3.48,41.1,3.028345498783455
663465,Kolby Allard,2.62,1.28,5.64,2.01,44.2,3.738235294117647
608331,Max Fried,2.62,1.03,8.4,2.15,134.0,2.9708955223880595
664285,Framber Valdez,2.62,1.11,9.47,2.96,134.0,2.806716417910448
808967,Yoshinobu Yamamoto,2.63,1.05,10.29,3.02,116.1,2.9863479758828593
458677,Justin Wilson,2.65,1.35,10.06,3.71,34.0,2.914705882352941
660825,Eduard Bazardo,2.65,1.07,8.45,3.81,54.1,3.981792975970425
669203,Corbin Burnes,2.66,1.17,8.81,3.64,64.1,3.820826833073323
656986,Bennett Sousa,2.66,1.0,10.43,2.45,44.0,2.536363636363636
641778,Eric Lauer,2.68,0.95,9.12,2.07,74.0,3.2175675675675675
663574,Tony Santillan,2.68,1.05,8.58,2.86,50.1,3.489321357285429
676428,Brant Hurter,2.68,1.29,9.73,3.86,53.2,3.243984962406015
657585,Reed Garrett,2.7,1.25,10.38,4.57,43.1,2.964385150812065
694819,Jacob Misiorowski,2.7,0.96,12.69,3.78,33.1,3.15
668881,Hunter Greene,2.72,0.97,11.01,2.11,59.2,3.3695945945945946
657612,Tim Hill,2.72,1.01,4.71,2.17,49.2,4.145934959349593
641941,Emilio Pagán,2.72,0.88,10.49,2.91,46.1,3.7573752711496744
689147,Orion Kerkering,2.72,1.41,9.3,4.31,39.2,3.1755102040816325
679358,Eric Orze,2.72,1.21,8.62,3.4,39.2,3.6857142857142855
686701,Ryan Bergert,2.78,1.18,8.58,4.54,35.2,4.2295454545454545
681517,Kyle Leahy,2.78,1.13,7.71,2.93,58.1,3.304905335628227
687911,Bryan King,2.78,1.13,9.93,1.79,45.1,2.6843680709534365
601713,Nick Pivetta,2.81,0.99,9.69,2.37,121.2,3.1747524752475247
641154,Pablo López,2.82,1.07,9.05,2.08,60.2,2.900830564784053
657746,Joe Ryan,2.82,0.92,10.16,1.78,121.1,2.9848472336911644
656849,David Peterson,2.83,1.25,7.51,3.05,121.0,3.2491735537190083
806188,Cade Gibson,2.84,1.29,6.54,3.13,31.2,3.5666666666666664
623474,Jimmy Herget,2.86,1.29,7.31,2.86,56.2,3.8617437722419927
676263,Jack Dreyer,2.87,1.09,8.61,3.38,53.1,2.6038606403013183
641745,Brad Keller,2.87,1.11,8.62,2.68,47.0,2.9585106382978723
683232,Nick Mears,2.88,0.89,7.97,1.55,40.2,2.8514925373134328
664126,Pete Fairbanks,2.9,1.14,7.59,3.35,40.1,3.2248129675810473
445276,Kenley Jansen,2.93,1.05,8.78,2.48,40.0,3.9749999999999996
592662,Robbie Ray,2.93,1.14,9.35,3.63,129.0,3.793410852713178
669711,Greg Weissert,2.93,1.22,7.04,3.13,46.0,4.041304347826086
542888,Shawn Armstrong,2.94,0.86,9.18,2.76,49.0,3.0887755102040817
656876,Drew Rasmussen,2.96,1.04,7.8,2.24,100.1,3.4596903096903096
669724,Brenan Hanifee,2.96,1.3,5.75,2.09,51.2,3.071875
678692,Ronny Henriquez,2.96,1.2,12.37,3.83,51.2,3.696875
621381,Matt Strahm,2.98,1.11,10.42,2.76,42.1,2.983729216152019
595345,Steven Okert,2.98,0.83,10.43,2.05,48.1,2.5886694386694384
518585,Fernando Cruz,3.0,1.0,14.73,3.82,33.0,2.3318181818181816
664854,Ryan Helsley,3.0,1.39,10.25,3.5,36.0,3.4833333333333334
608718,Brent Suter,3.02,1.07,6.57,2.31,50.2,4.0065737051792825
656457,Tyler Gilbert,3.03,1.13,8.54,4.41,32.2,3.9263975155279502
607625,Seth Lugo,3.03,1.13,7.89,2.81,118.2,4.419035532994924
681982,Grant Anderson,3.04,1.11,9.96,3.54,53.1,3.583145009416196
676477,Garrett Whitlock,3.04,1.09,11.62,3.4,50.1,2.21187624750499
