pitcher_id,pitcher_name,era,whip,k_per_9,bb_per_9,ip,fip_computed
594987,Casey Sadler,0.72,0.77,7.65,2.39,37.2,2.585483870967742
571901,Aaron Loup,0.97,0.93,8.89,2.59,55.2,2.2623188405797103
594798,Jacob deGrom,1.08,0.55,14.28,1.08,92.0,1.1826086956521737
623352,Josh Hader,1.27,0.85,15.25,3.81,56.2,1.7087188612099644
661403,Emmanuel Clase,1.33,0.98,9.58,2.13,67.2,2.1083333333333334
624133,Ranger Suarez,1.45,1.0,8.91,2.91,99.0,2.665151515151515
543521,Collin McHugh,1.6,0.95,10.6,1.74,62.0,2.0048387096774194
608678,Dominic Leone,1.62,1.1,8.1,3.78,50.0,3.13
552640,Andrew Kittredge,1.66,0.92,9.55,1.91,70.2,2.9505698005698004
608665,Kendall Graveman,1.67,0.96,9.67,3.17,54.0,2.7796296296296297
605177,Andrew Chafin,1.73,0.92,8.51,2.39,67.2,2.8226190476190474
592426,Luke Jackson,1.9,1.18,10.07,4.23,61.2,3.3787581699346405
676477,Garrett Whitlock,1.99,1.12,9.83,2.12,72.1,2.747780859916782
595014,Blake Treinen,2.02,0.98,10.6,3.15,71.1,2.7561884669479606
643256,Adam Cimber,2.09,1.07,6.52,2.09,69.0,2.5847826086956522
608716,Drew Steckenrider,2.09,1.02,7.93,2.37,64.2,3.1811526479750776
670280,David Bednar,2.11,0.96,11.46,2.87,59.2,2.6432432432432433
622088,Tejay Antone,2.14,0.89,11.23,3.48,33.2,2.969277108433735
605447,Jordan Romano,2.24,1.04,12.08,3.58,60.1,3.166638935108153
642528,Jonathan Loáisiga,2.25,1.03,8.74,1.99,68.0,2.4441176470588233
453343,Mark Melancon,2.26,1.24,8.2,3.53,63.2,3.3240506329113924
445926,Jesse Chavez,2.27,1.04,9.66,3.13,31.2,2.028205128205128
453286,Max Scherzer,2.28,0.83,12.0,1.86,174.0,2.6729885057471265
669203,Corbin Burnes,2.29,0.93,12.55,1.8,165.0,1.4348484848484848
445276,Kenley Jansen,2.3,1.08,11.07,4.86,66.2,3.0895770392749244
518886,Craig Kimbrel,2.3,0.92,15.03,3.53,58.2,2.3080756013745702
643511,Tyler Rogers,2.31,1.08,6.12,1.5,78.0,3.1243589743589744
519151,Ryan Pressly,2.32,0.97,11.61,1.74,62.0,1.9887096774193547
681911,Alex Vesia,2.35,1.02,11.97,5.17,38.1,4.25236220472441
657044,Ryan Thompson,2.38,1.03,9.79,2.38,34.0,2.914705882352941
622098,Drew Smith,2.4,1.06,8.93,3.48,41.1,4.536861313868613
570666,Luis Cessa,2.4,1.08,7.63,2.54,63.2,3.3240506329113924
595345,Steven Okert,2.41,1.01,9.89,3.74,33.2,3.7524096385542167
501625,Jose Alvarez,2.43,1.1,5.86,2.71,63.0,3.1658730158730157
607074,Carlos Rodón,2.47,0.97,12.76,2.4,127.2,2.4345911949685535
519008,T.J. McFarland,2.48,1.07,4.46,1.98,36.1,3.5378116343490302
621111,Walker Buehler,2.49,0.97,8.93,2.26,202.2,3.140108803165183
605130,Scott Barlow,2.49,1.22,11.07,3.48,72.1,2.5674757281553395
642207,Devin Williams,2.5,1.19,14.5,4.67,54.0,2.687037037037037
545343,Louis Head,2.51,0.9,8.07,2.51,32.1,2.9942367601246107
518633,Danny Duffy,2.51,1.21,9.59,3.25,61.0,3.379508196721311
621114,Ryan Burr,2.52,1.32,8.07,5.05,35.2,4.144318181818182
593619,Domingo Tapia,2.53,1.19,7.03,3.94,32.0,3.30625
605540,Brandon Woodruff,2.56,0.96,10.59,2.16,179.1,2.820575097710776
608638,JT Chargois,2.56,1.08,8.72,3.25,52.2,3.5331417624521073
596027,Dillon Maples,2.59,1.28,11.49,7.18,31.1,3.82524115755627
545333,Trevor Bauer,2.59,1.0,11.45,3.09,107.2,3.933582089552239
521230,Liam Hendriks,2.61,0.75,14.09,0.91,69.0,2.3963768115942026
573668,Juan Minaya,2.63,1.19,9.8,4.54,37.2,3.875806451612903
669432,Trevor Rogers,2.64,1.15,10.62,3.11,133.0,2.413157894736842
554431,Tyler Matzek,2.66,1.23,11.07,5.46,61.0,3.15
607192,Tyler Glasnow,2.66,0.93,12.58,2.76,88.0,2.752272727272727
621248,Ralph Garza Jr.,2.67,1.15,8.6,3.56,30.1,4.578571428571428
592662,Robbie Ray,2.68,1.04,11.68,2.35,188.0,3.3414893617021275
656420,J.P. Feyereisen,2.68,1.23,8.39,5.53,53.2,4.353007518796993
606424,Jarlín García,2.69,0.97,9.0,2.42,67.0,3.702238805970149
628452,Raisel Iglesias,2.69,0.94,13.43,1.61,67.0,2.8365671641791046
650895,Diego Castillo,2.7,0.97,11.28,2.7,56.2,3.3813167259786474
664776,Jake Cousins,2.7,1.17,13.2,5.7,30.0,3.4166666666666665
519326,Hunter Strickland,2.7,1.16,9.05,3.49,56.2,4.14644128113879
459429,Jake McGee,2.72,0.91,8.75,1.51,59.2,3.2344594594594596
458681,Lance Lynn,2.72,1.07,10.18,2.61,152.0,3.294736842105263
476595,Lucas Luetge,2.73,1.13,9.61,1.95,69.1,2.788205499276411
593144,Richard Rodríguez,2.73,0.91,6.03,1.44,62.2,3.9538585209003214
669622,Anthony Bender,2.73,1.06,10.47,3.03,59.1,2.9300338409475466
523260,Joe Kelly,2.74,0.94,9.7,2.74,42.2,2.81824644549763
453284,Blake Parker,2.74,1.29,7.38,2.95,42.2,3.7187203791469194
642121,Cole Sulser,2.74,1.12,10.54,3.32,62.1,2.9567632850241545
663574,Tony Santillan,2.76,1.28,11.48,4.46,42.1,4.242636579572446
623149,Paul Sewald,2.77,1.01,14.45,3.06,61.2,2.8558823529411765
554430,Zack Wheeler,2.78,1.01,10.42,1.94,213.1,2.455490380103238
642547,Freddy Peralta,2.81,0.97,12.16,3.49,144.1,2.872414989590562
472610,Luis García,2.84,0.98,9.09,1.99,31.2,2.1884615384615382
641482,Nestor Cortes,2.85,1.08,9.98,2.55,88.1,3.6948354143019295
592332,Kevin Gausman,2.87,1.04,10.8,2.38,185.0,2.9499999999999997
592716,Adrian Sampson,2.87,1.05,6.03,1.72,31.1,5.304340836012861
605513,Spencer Turnbull,2.88,0.98,7.92,2.16,50.0,2.63
641793,Zack Littell,2.88,1.13,8.8,3.64,59.1,3.9452622673434856
572193,Ryan Tepera,2.88,0.84,10.92,2.58,59.1,2.456260575296108
615698,Cal Quantrill,2.89,1.18,7.28,2.83,149.2,3.8671581769436996
676979,Garrett Crochet,2.89,1.26,10.7,4.42,53.0,2.7349056603773585
519242,Chris Sale,2.9,1.24,10.04,2.01,40.1,3.524064837905237
622251,Josh Staumont,2.92,1.07,10.02,3.76,64.2,3.383644859813084
657277,Logan Webb,2.93,1.12,9.55,2.29,141.1,2.618462083628632
641778,Eric Lauer,2.93,1.12,9.03,3.09,113.2,3.777208480565371
641360,Phil Bickford,2.94,1.1,10.29,3.31,49.0,3.823469387755102
680704,Nick Sandlin,2.94,1.13,12.83,4.54,33.2,2.577710843373494
489334,Craig Stammen,2.94,1.04,8.4,1.37,85.2,3.713380281690141
571670,Dylan Floro,2.95,1.26,8.41,3.69,61.0,2.9368852459016392
592741,Chasen Shreve,2.96,1.26,7.24,4.45,54.2,4.699815498154981
625643,Reynaldo López,2.98,0.89,8.63,1.88,57.1,3.9030647985989493
664285,Framber Valdez,2.98,1.26,8.19,3.96,129.2,3.653095975232198
664062,Tony Gonsolin,3.0,1.35,10.59,5.65,51.0,4.208823529411765
598287,Noé Ramirez,3.0,0.97,7.36,3.27,33.0,3.786363636363636
642130,Blake Taylor,3.0,1.4,8.79,4.71,42.0,4.316666666666666
628711,Julio Urías,3.01,1.04,9.43,1.81,179.1,3.032747068676717
573186,Marcus Stroman,3.02,1.15,7.94,2.21,179.0,3.356703910614525
641154,Pablo López,3.03,1.09,9.89,2.23,101.0,2.9816831683168314
606303,Joel Payamps,3.04,1.12,6.85,2.66,47.1,3.8930997876857747
656876,Drew Rasmussen,3.04,1.14,9.0,3.17,71.0,3.121830985915493
608718,Brent Suter,3.04,1.28,8.62,2.79,71.0,3.8119718309859154
614179,José Ruiz,3.05,1.17,8.72,3.46,65.0,3.9653846153846155
425794,Adam Wainwright,3.05,1.06,7.59,2.18,206.1,3.513901018922853
592717,Aaron Sanchez,3.06,1.33,6.62,3.82,35.1,3.691310541310541
605242,Michael Fulmer,3.06,1.27,9.58,2.53,67.2,3.2095238095238092
571710,Mychal Givens,3.06,1.36,9.54,4.86,50.0,4.21
606149,Giovanny Gallegos,3.06,0.87,10.78,2.27,79.1,2.4926042983565107
543037,Gerrit Cole,3.08,1.04,12.17,2.1,175.1,2.7787835522558537
503449,Wily Peralta,3.08,1.29,5.65,3.59,87.2,4.732568807339449
645261,Sandy Alcantara,3.09,1.07,8.75,2.2,200.2,3.2349150849150847
641835,Tim Mayza,3.1,0.96,9.46,2.06,52.1,2.9772552783109405
542947,Richard Bleier,3.11,1.02,6.87,0.98,55.0,2.8954545454545455
608331,Max Fried,3.12,1.11,8.62,2.33,158.2,3.238495575221239
642152,Lou Trivino,3.13,1.21,8.25,4.13,72.0,3.594444444444444
656685,Brett Martin,3.13,1.26,5.97,1.94,60.1,3.549334442595674
605135,Chris Bassitt,3.15,1.06,9.1,2.23,157.1,3.1118077657542966
656457,Tyler Gilbert,3.15,1.03,5.63,2.93,40.0,4.175
518553,Steve Cishek,3.15,1.51,8.36,5.35,65.2,3.472085889570552
617228,Hirokazu Sawamura,3.16,1.48,10.52,5.61,51.1,4.969960861056752
621121,Lance McCullers Jr.,3.17,1.24,10.42,4.32,156.1,3.2717168481742473
608335,Kyle Funkhouser,3.17,1.35,7.99,4.68,65.1,3.733717357910906
669456,Shane Bieber,3.17,1.21,12.78,3.17,93.2,2.892489270386266
660271,Shohei Ohtani,3.18,1.09,10.77,3.04,130.1,3.265295926210607
657024,Erik Swanson,3.18,1.03,8.47,2.38,34.0,3.973529411764706
643338,Chad Green,3.2,0.87,10.47,1.76,81.2,3.6426108374384234
596112,Robert Stephenson,3.2,1.29,10.4,3.6,45.0,3.4833333333333334
650633,Michael King,3.21,1.22,8.76,3.36,61.2,3.3787581699346405
605397,Joe Musgrove,3.22,1.09,10.16,2.76,176.1,3.4339295854628054
677651,Luis Garcia,3.23,1.15,9.64,2.87,150.1,3.4364756828780814
573009,Joe Mantiply,3.26,1.5,8.38,3.49,38.2,2.783507853403141
543339,Daniel Hudson,3.26,1.09,13.05,2.9,49.2,3.0483739837398374
543101,Anthony DeSclafani,3.26,1.1,8.24,2.32,162.2,3.612392108508015
572955,Pierce Johnson,3.28,1.28,11.71,4.21,57.2,3.3073426573426574
593576,Héctor Neris,3.28,1.12,11.73,3.66,71.1,3.768846694796062
621052,Alex Reyes,3.28,1.35,11.73,6.56,71.1,4.373628691983122
656427,Jack Flaherty,3.3,1.06,9.67,2.95,76.1,4.03042049934297
453178,Ian Kennedy,3.31,1.12,9.94,2.65,54.1,4.70268022181146
607644,John Means,3.32,1.0,8.27,1.63,143.2,4.302234636871509
608648,Tyler Duffey,3.34,1.28,8.8,4.25,59.1,3.4884094754653128
660813,Brusdar Graterol,3.34,1.24,7.52,3.06,32.1,3.305763239875389
664299,Cristian Javier,3.34,1.16,11.56,4.7,99.2,4.2387096774193544
605288,Adrian Houser,3.34,1.29,6.82,4.06,137.1,4.127388767323122
573124,Taylor Rogers,3.35,1.14,13.17,1.79,40.1,2.1026184538653365
607625,Seth Lugo,3.35,1.27,10.64,3.74,45.2,3.7473451327433627
666201,Alek Manoah,3.35,1.1,10.06,3.35,104.2,3.5242802303262954
573204,Caleb Thielbar,3.36,1.18,11.24,2.92,61.2,3.3133986928104573
622503,Nabil Crismatt,3.36,1.35,7.88,2.67,77.2,3.6292746113989636
489119,Wade Miley,3.37,1.33,6.9,2.76,163.0,3.8923312883435583
477132,Clayton Kershaw,3.38,0.99,10.73,1.58,120.0,2.9166666666666665
624522,Keegan Thompson,3.38,1.48,9.28,5.23,53.1,5.033239171374764
605507,Zach Thompson,3.38,1.24,7.88,3.38,72.0,3.6083333333333334
