game_date,home_name,away_name,home_score,away_score,home_win
2024-05-21,Cleveland Guardians,New York Mets,7,6,1
2024-05-21,Cincinnati Reds,San Diego Padres,2,0,1
2024-05-21,Pittsburgh Pirates,San Francisco Giants,7,6,1
2024-05-21,Philadelphia Phillies,Texas Rangers,5,2,1
2024-05-21,Miami Marlins,Milwaukee Brewers,5,7,0
2024-05-21,Washington Nationals,Minnesota Twins,0,10,0
2024-05-21,Tampa Bay Rays,Boston Red Sox,2,5,0
2024-05-21,New York Yankees,Seattle Mariners,3,6,0
2024-05-21,Toronto Blue Jays,Chicago White Sox,0,5,0
2024-05-21,Kansas City Royals,Detroit Tigers,10,3,1
2024-05-21,Chicago Cubs,Atlanta Braves,4,3,1
2024-05-21,St. Louis Cardinals,Baltimore Orioles,3,1,1
2024-05-21,Houston Astros,Los Angeles Angels,6,5,1
2024-05-21,Oakland Athletics,Colorado Rockies,5,4,1
2024-05-21,Los Angeles Dodgers,Arizona Diamondbacks,3,7,0
2024-05-22,St. Louis Cardinals,Baltimore Orioles,3,1,1
2024-05-22,Washington Nationals,Minnesota Twins,2,3,0
2024-05-22,Cleveland Guardians,New York Mets,6,3,1
2024-05-22,St. Louis Cardinals,Baltimore Orioles,5,4,1
2024-05-22,Houston Astros,Los Angeles Angels,1,2,0
2024-05-22,Kansas City Royals,Detroit Tigers,8,3,1
2024-05-22,Cincinnati Reds,San Diego Padres,3,7,0
2024-05-22,Pittsburgh Pirates,San Francisco Giants,5,9,0
2024-05-22,Philadelphia Phillies,Texas Rangers,11,4,1
2024-05-22,Miami Marlins,Milwaukee Brewers,1,0,1
2024-05-22,Tampa Bay Rays,Boston Red Sox,5,8,0
2024-05-22,New York Yankees,Seattle Mariners,7,3,1
2024-05-22,Toronto Blue Jays,Chicago White Sox,9,2,1
2024-05-22,Chicago Cubs,Atlanta Braves,2,9,0
2024-05-22,Oakland Athletics,Colorado Rockies,3,4,0
2024-05-22,Los Angeles Dodgers,Arizona Diamondbacks,0,6,0
2024-05-23,Pittsburgh Pirates,San Francisco Giants,6,7,0
2024-05-23,New York Yankees,Seattle Mariners,5,0,1
2024-05-23,Philadelphia Phillies,Texas Rangers,5,2,1
2024-05-23,Cincinnati Reds,San Diego Padres,4,6,0
2024-05-23,Chicago Cubs,Atlanta Braves,0,3,0
2024-05-23,Oakland Athletics,Colorado Rockies,10,9,1
2024-05-23,Detroit Tigers,Toronto Blue Jays,1,9,0
2024-05-23,Chicago White Sox,Baltimore Orioles,6,8,0
2024-05-24,Detroit Tigers,Toronto Blue Jays,6,2,1
2024-05-24,Pittsburgh Pirates,Atlanta Braves,11,5,1
2024-05-24,Washington Nationals,Seattle Mariners,6,1,1
2024-05-24,Tampa Bay Rays,Kansas City Royals,1,8,0
2024-05-24,Cincinnati Reds,Los Angeles Dodgers,9,6,1
2024-05-24,New York Mets,San Francisco Giants,7,8,0
2024-05-24,Minnesota Twins,Texas Rangers,3,2,1
2024-05-24,Boston Red Sox,Milwaukee Brewers,2,7,0
2024-05-24,Chicago White Sox,Baltimore Orioles,4,6,0
2024-05-24,Colorado Rockies,Philadelphia Phillies,3,2,1
2024-05-24,Los Angeles Angels,Cleveland Guardians,4,10,0
2024-05-24,Oakland Athletics,Houston Astros,3,6,0
2024-05-24,Arizona Diamondbacks,Miami Marlins,0,3,0
2024-05-24,San Diego Padres,New York Yankees,0,8,0
2024-05-25,Detroit Tigers,Toronto Blue Jays,2,1,1
2024-05-25,New York Mets,San Francisco Giants,2,7,0
2024-05-25,Minnesota Twins,Texas Rangers,5,3,1
2024-05-25,Chicago White Sox,Baltimore Orioles,3,5,0
2024-05-25,Washington Nationals,Seattle Mariners,3,1,1
2024-05-25,Pittsburgh Pirates,Atlanta Braves,4,1,1
2024-05-25,Oakland Athletics,Houston Astros,3,1,1
2024-05-25,Tampa Bay Rays,Kansas City Royals,4,7,0
2024-05-25,Boston Red Sox,Milwaukee Brewers,3,6,0
2024-05-25,Cincinnati Reds,Los Angeles Dodgers,3,1,1
2024-05-25,St. Louis Cardinals,Chicago Cubs,7,6,1
2024-05-25,Colorado Rockies,Philadelphia Phillies,4,8,0
2024-05-25,Los Angeles Angels,Cleveland Guardians,3,4,0
2024-05-25,San Diego Padres,New York Yankees,1,4,0
2024-05-25,Arizona Diamondbacks,Miami Marlins,3,2,1
2024-05-26,Detroit Tigers,Toronto Blue Jays,14,11,1
2024-05-26,Cincinnati Reds,Los Angeles Dodgers,4,1,1
2024-05-26,Washington Nationals,Seattle Mariners,5,9,0
2024-05-26,Pittsburgh Pirates,Atlanta Braves,1,8,0
2024-05-26,Boston Red Sox,Milwaukee Brewers,2,1,1
2024-05-26,New York Mets,San Francisco Giants,4,3,1
2024-05-26,Tampa Bay Rays,Kansas City Royals,4,1,1
2024-05-26,Minnesota Twins,Texas Rangers,2,6,0
2024-05-26,Chicago White Sox,Baltimore Orioles,1,4,0
2024-05-26,Colorado Rockies,Philadelphia Phillies,5,2,1
2024-05-26,Los Angeles Angels,Cleveland Guardians,4,5,0
2024-05-26,Oakland Athletics,Houston Astros,2,5,0
2024-05-26,Arizona Diamondbacks,Miami Marlins,1,3,0
2024-05-26,San Diego Padres,New York Yankees,5,2,1
2024-05-26,St. Louis Cardinals,Chicago Cubs,4,3,1
2024-05-27,Baltimore Orioles,Boston Red Sox,11,3,1
2024-05-27,Minnesota Twins,Kansas City Royals,6,5,1
2024-05-27,Chicago White Sox,Toronto Blue Jays,1,5,0
2024-05-27,Colorado Rockies,Cleveland Guardians,8,6,1
2024-05-27,Cincinnati Reds,St. Louis Cardinals,3,1,1
2024-05-27,Atlanta Braves,Washington Nationals,4,8,0
2024-05-27,Milwaukee Brewers,Chicago Cubs,5,1,1
2024-05-27,San Francisco Giants,Philadelphia Phillies,8,4,1
2024-05-27,San Diego Padres,Miami Marlins,2,1,1
2024-05-27,Seattle Mariners,Houston Astros,3,2,1
2024-05-28,New York Mets,Los Angeles Dodgers,2,5,0
2024-05-28,New York Mets,Los Angeles Dodgers,0,3,0
2024-05-28,Baltimore Orioles,Boston Red Sox,3,8,0
2024-05-28,Cincinnati Reds,St. Louis Cardinals,1,7,0
2024-05-28,Tampa Bay Rays,Oakland Athletics,0,3,0
2024-05-28,Atlanta Braves,Washington Nationals,2,0,1
2024-05-28,Minnesota Twins,Kansas City Royals,4,2,1
2024-05-28,Chicago White Sox,Toronto Blue Jays,2,7,0
2024-05-28,Milwaukee Brewers,Chicago Cubs,3,6,0
2024-05-28,Texas Rangers,Arizona Diamondbacks,4,2,1
2024-05-28,Colorado Rockies,Cleveland Guardians,7,13,0
2024-05-28,Los Angeles Angels,New York Yankees,4,3,1
2024-05-28,Seattle Mariners,Houston Astros,4,2,1
2024-05-28,San Diego Padres,Miami Marlins,4,0,1
2024-05-28,San Francisco Giants,Philadelphia Phillies,1,0,1
2024-05-29,Detroit Tigers,Pittsburgh Pirates,8,0,1
2024-05-29,Detroit Tigers,Pittsburgh Pirates,2,10,0
2024-05-29,Cincinnati Reds,St. Louis Cardinals,3,5,0
2024-05-29,Texas Rangers,Arizona Diamondbacks,6,1,1
2024-05-29,San Francisco Giants,Philadelphia Phillies,1,6,0
2024-05-29,New York Mets,Los Angeles Dodgers,3,10,0
2024-05-29,San Diego Padres,Miami Marlins,1,9,0
2024-05-29,Baltimore Orioles,Boston Red Sox,6,1,1
2024-05-29,Tampa Bay Rays,Oakland Athletics,4,3,1
2024-05-29,Atlanta Braves,Washington Nationals,2,7,0
2024-05-29,Minnesota Twins,Kansas City Royals,1,6,0
2024-05-29,Chicago White Sox,Toronto Blue Jays,1,3,0
2024-05-29,Milwaukee Brewers,Chicago Cubs,10,6,1
2024-05-29,Colorado Rockies,Cleveland Guardians,7,4,1
2024-05-29,Los Angeles Angels,New York Yankees,1,2,0
2024-05-29,Seattle Mariners,Houston Astros,2,1,1
2024-05-30,Tampa Bay Rays,Oakland Athletics,6,5,1
2024-05-30,Minnesota Twins,Kansas City Royals,7,6,1
2024-05-30,Milwaukee Brewers,Chicago Cubs,6,4,1
2024-05-30,Seattle Mariners,Houston Astros,0,4,0
2024-05-30,Boston Red Sox,Detroit Tigers,0,5,0
2024-05-30,New York Mets,Arizona Diamondbacks,3,2,1
2024-05-30,Atlanta Braves,Washington Nationals,1,3,0
2024-05-30,Los Angeles Angels,New York Yankees,3,8,0
2024-05-31,Chicago Cubs,Cincinnati Reds,4,5,0
2024-05-31,Philadelphia Phillies,St. Louis Cardinals,4,2,1
2024-05-31,Baltimore Orioles,Tampa Bay Rays,3,1,1
2024-05-31,Toronto Blue Jays,Pittsburgh Pirates,5,3,1
2024-05-31,Boston Red Sox,Detroit Tigers,7,3,1
2024-05-31,Cleveland Guardians,Washington Nationals,7,1,1
2024-05-31,New York Mets,Arizona Diamondbacks,10,9,1
2024-05-31,Miami Marlins,Texas Rangers,8,2,1
2024-05-31,Atlanta Braves,Oakland Athletics,4,2,1
2024-05-31,Kansas City Royals,San Diego Padres,8,11,0
2024-05-31,Houston Astros,Minnesota Twins,1,6,0
2024-05-31,Milwaukee Brewers,Chicago White Sox,12,5,1
2024-05-31,Los Angeles Dodgers,Colorado Rockies,1,4,0
2024-05-31,Seattle Mariners,Los Angeles Angels,5,4,1
2024-05-31,San Francisco Giants,New York Yankees,2,6,0
2024-06-01,Toronto Blue Jays,Pittsburgh Pirates,1,8,0
2024-06-01,Baltimore Orioles,Tampa Bay Rays,9,5,1
2024-06-01,Boston Red Sox,Detroit Tigers,6,3,1
2024-06-01,Cleveland Guardians,Washington Nationals,3,2,1
2024-06-01,New York Mets,Arizona Diamondbacks,5,10,0
2024-06-01,Kansas City Royals,San Diego Padres,3,7,0
2024-06-01,Houston Astros,Minnesota Twins,5,2,1
2024-06-01,Atlanta Braves,Oakland Athletics,9,11,0
2024-06-01,Miami Marlins,Texas Rangers,0,7,0
2024-06-01,Milwaukee Brewers,Chicago White Sox,4,3,1
2024-06-01,Chicago Cubs,Cincinnati Reds,7,5,1
2024-06-01,Seattle Mariners,Los Angeles Angels,9,0,1
2024-06-01,Philadelphia Phillies,St. Louis Cardinals,6,1,1
2024-06-01,San Francisco Giants,New York Yankees,3,7,0
2024-06-01,Los Angeles Dodgers,Colorado Rockies,4,1,1
2024-06-02,Houston Astros,Minnesota Twins,3,4,0
2024-06-02,Boston Red Sox,Detroit Tigers,4,8,0
2024-06-02,Baltimore Orioles,Tampa Bay Rays,3,4,0
2024-06-02,Atlanta Braves,Oakland Athletics,3,1,1
2024-06-02,Toronto Blue Jays,Pittsburgh Pirates,5,4,1
2024-06-02,Cleveland Guardians,Washington Nationals,2,5,0
2024-06-02,New York Mets,Arizona Diamondbacks,4,5,0
2024-06-02,Miami Marlins,Texas Rangers,0,6,0
2024-06-02,Kansas City Royals,San Diego Padres,4,3,1
2024-06-02,Milwaukee Brewers,Chicago White Sox,6,3,1
2024-06-02,Chicago Cubs,Cincinnati Reds,2,5,0
2024-06-02,San Francisco Giants,New York Yankees,5,7,0
2024-06-02,Los Angeles Dodgers,Colorado Rockies,4,0,1
2024-06-02,Seattle Mariners,Los Angeles Angels,5,1,1
2024-06-02,Philadelphia Phillies,St. Louis Cardinals,4,5,0
2024-06-03,Philadelphia Phillies,Milwaukee Brewers,3,1,1
2024-06-03,Washington Nationals,New York Mets,7,8,0
2024-06-03,Toronto Blue Jays,Baltimore Orioles,2,7,0
2024-06-03,Texas Rangers,Detroit Tigers,1,2,0
2024-06-03,Houston Astros,St. Louis Cardinals,7,4,1
2024-06-03,Colorado Rockies,Cincinnati Reds,3,13,0
2024-06-03,Los Angeles Angels,San Diego Padres,2,1,1
2024-06-03,Arizona Diamondbacks,San Francisco Giants,4,2,1
2024-06-04,Cleveland Guardians,Kansas City Royals,8,5,1
2024-06-04,Pittsburgh Pirates,Los Angeles Dodgers,1,0,1
2024-06-04,Miami Marlins,Tampa Bay Rays,5,9,0
2024-06-04,Philadelphia Phillies,Milwaukee Brewers,2,1,1
2024-06-04,Washington Nationals,New York Mets,3,6,0
2024-06-04,New York Yankees,Minnesota Twins,5,1,1
2024-06-04,Toronto Blue Jays,Baltimore Orioles,1,10,0
2024-06-04,Boston Red Sox,Atlanta Braves,3,8,0
2024-06-04,Texas Rangers,Detroit Tigers,1,3,0
2024-06-04,Chicago Cubs,Chicago White Sox,7,6,1
2024-06-04,Houston Astros,St. Louis Cardinals,8,5,1
2024-06-04,Colorado Rockies,Cincinnati Reds,1,4,0
2024-06-04,Los Angeles Angels,San Diego Padres,4,2,1
2024-06-04,Oakland Athletics,Seattle Mariners,3,4,0
2024-06-04,Arizona Diamondbacks,San Francisco Giants,8,5,1
2024-06-05,Boston Red Sox,Atlanta Braves,9,0,1
2024-06-05,Houston Astros,St. Louis Cardinals,2,4,0
2024-06-05,Colorado Rockies,Cincinnati Reds,7,12,0
2024-06-05,Arizona Diamondbacks,San Francisco Giants,3,9,0
2024-06-05,Washington Nationals,New York Mets,1,9,0
2024-06-05,Philadelphia Phillies,Milwaukee Brewers,2,0,1
2024-06-05,Pittsburgh Pirates,Los Angeles Dodgers,10,6,1
2024-06-05,Miami Marlins,Tampa Bay Rays,3,5,0
2024-06-05,New York Yankees,Minnesota Twins,9,5,1
2024-06-05,Toronto Blue Jays,Baltimore Orioles,3,2,1
2024-06-05,Texas Rangers,Detroit Tigers,9,1,1
2024-06-05,Chicago Cubs,Chicago White Sox,7,6,1
2024-06-05,Los Angeles Angels,San Diego Padres,3,2,1
2024-06-05,Oakland Athletics,Seattle Mariners,2,1,1
2024-06-06,Toronto Blue Jays,Baltimore Orioles,6,5,1
2024-06-06,Cleveland Guardians,Kansas City Royals,3,4,0
2024-06-06,Oakland Athletics,Seattle Mariners,0,3,0
2024-06-06,Pittsburgh Pirates,Los Angeles Dodgers,7,11,0
2024-06-06,Washington Nationals,Atlanta Braves,2,5,0
2024-06-06,New York Yankees,Minnesota Twins,8,5,1
2024-06-06,Cincinnati Reds,Chicago Cubs,8,4,1
2024-06-06,St. Louis Cardinals,Colorado Rockies,2,3,0
2024-06-06,Chicago White Sox,Boston Red Sox,2,14,0
2024-06-06,San Diego Padres,Arizona Diamondbacks,3,4,0
2024-06-07,St. Louis Cardinals,Colorado Rockies,8,5,1
2024-06-07,Pittsburgh Pirates,Minnesota Twins,3,0,1
2024-06-07,Detroit Tigers,Milwaukee Brewers,0,10,0
2024-06-07,Washington Nationals,Atlanta Braves,2,1,1
2024-06-07,Tampa Bay Rays,Baltimore Orioles,3,6,0
2024-06-07,New York Yankees,Los Angeles Dodgers,1,2,0
2024-06-07,Cincinnati Reds,Chicago Cubs,3,2,1
2024-06-07,Miami Marlins,Cleveland Guardians,3,2,1
2024-06-07,Texas Rangers,San Francisco Giants,2,5,0
2024-06-07,Kansas City Royals,Seattle Mariners,10,9,1
2024-06-07,Chicago White Sox,Boston Red Sox,7,2,1
2024-06-07,Los Angeles Angels,Houston Astros,1,7,0
2024-06-07,San Diego Padres,Arizona Diamondbacks,10,3,1
2024-06-07,Oakland Athletics,Toronto Blue Jays,2,1,1
2024-06-08,New York Mets,Philadelphia Phillies,2,7,0
2024-06-08,Texas Rangers,San Francisco Giants,1,3,0
2024-06-08,Pittsburgh Pirates,Minnesota Twins,4,0,1
2024-06-08,Washington Nationals,Atlanta Braves,7,3,1
2024-06-08,Oakland Athletics,Toronto Blue Jays,0,7,0
2024-06-08,Cincinnati Reds,Chicago Cubs,4,3,1
2024-06-08,Kansas City Royals,Seattle Mariners,8,4,1
2024-06-08,Tampa Bay Rays,Baltimore Orioles,0,5,0
2024-06-08,Chicago White Sox,Boston Red Sox,6,1,1
2024-06-08,Detroit Tigers,Milwaukee Brewers,4,5,0
2024-06-08,St. Louis Cardinals,Colorado Rockies,5,6,0
2024-06-08,Miami Marlins,Cleveland Guardians,0,8,0
2024-06-08,New York Yankees,Los Angeles Dodgers,3,11,0
2024-06-08,San Diego Padres,Arizona Diamondbacks,13,1,1
2024-06-08,Los Angeles Angels,Houston Astros,1,6,0
2024-06-09,Philadelphia Phillies,New York Mets,5,6,0
2024-06-09,Texas Rangers,San Francisco Giants,7,2,1
2024-06-09,Pittsburgh Pirates,Minnesota Twins,5,11,0
2024-06-09,Washington Nationals,Atlanta Braves,8,5,1
2024-06-09,Cincinnati Reds,Chicago Cubs,2,4,0
2024-06-09,Tampa Bay Rays,Baltimore Orioles,2,9,0
2024-06-09,Miami Marlins,Cleveland Guardians,3,6,0
2024-06-09,Detroit Tigers,Milwaukee Brewers,10,2,1
2024-06-09,Kansas City Royals,Seattle Mariners,5,6,0
2024-06-09,Chicago White Sox,Boston Red Sox,4,6,0
2024-06-09,St. Louis Cardinals,Colorado Rockies,5,1,1
2024-06-09,Los Angeles Angels,Houston Astros,9,7,1
2024-06-09,Oakland Athletics,Toronto Blue Jays,4,6,0
2024-06-09,San Diego Padres,Arizona Diamondbacks,3,9,0
2024-06-09,New York Yankees,Los Angeles Dodgers,6,4,1
2024-06-10,Tampa Bay Rays,Baltimore Orioles,2,5,0
2024-06-10,Minnesota Twins,Colorado Rockies,5,0,1
2024-06-10,Kansas City Royals,New York Yankees,2,4,0
2024-06-10,Milwaukee Brewers,Toronto Blue Jays,3,1,1
2024-06-10,San Diego Padres,Oakland Athletics,6,1,1
2024-06-10,Seattle Mariners,Chicago White Sox,8,4,1
2024-06-10,San Francisco Giants,Houston Astros,4,3,1
2024-06-11,Baltimore Orioles,Atlanta Braves,4,0,1
2024-06-11,Detroit Tigers,Washington Nationals,4,5,0
2024-06-11,Tampa Bay Rays,Chicago Cubs,5,2,1
2024-06-11,Cincinnati Reds,Cleveland Guardians,3,5,0
2024-06-11,Boston Red Sox,Philadelphia Phillies,1,4,0
2024-06-11,New York Mets,Miami Marlins,2,4,0
2024-06-11,Minnesota Twins,Colorado Rockies,4,5,0
2024-06-11,St. Louis Cardinals,Pittsburgh Pirates,1,2,0
2024-06-11,Kansas City Royals,New York Yankees,1,10,0
2024-06-11,Milwaukee Brewers,Toronto Blue Jays,0,3,0
2024-06-11,Arizona Diamondbacks,Los Angeles Angels,9,4,1
2024-06-11,San Diego Padres,Oakland Athletics,4,3,1
2024-06-11,Seattle Mariners,Chicago White Sox,4,3,1
2024-06-11,San Francisco Giants,Houston Astros,1,3,0
2024-06-11,Los Angeles Dodgers,Texas Rangers,15,2,1
2024-06-12,Minnesota Twins,Colorado Rockies,17,9,1
2024-06-12,Milwaukee Brewers,Toronto Blue Jays,5,4,1
2024-06-12,San Francisco Giants,Houston Astros,5,3,1
2024-06-12,San Diego Padres,Oakland Athletics,5,4,1
2024-06-12,Baltimore Orioles,Atlanta Braves,4,2,1
2024-06-12,Detroit Tigers,Washington Nationals,5,7,0
2024-06-12,Tampa Bay Rays,Chicago Cubs,3,4,0
2024-06-12,Cincinnati Reds,Cleveland Guardians,4,2,1
2024-06-12,Boston Red Sox,Philadelphia Phillies,8,6,1
2024-06-12,New York Mets,Miami Marlins,10,4,1
2024-06-12,St. Louis Cardinals,Pittsburgh Pirates,4,2,1
2024-06-12,Kansas City Royals,New York Yankees,5,11,0
2024-06-12,Arizona Diamondbacks,Los Angeles Angels,3,8,0
2024-06-12,Seattle Mariners,Chicago White Sox,2,1,1
2024-06-12,Los Angeles Dodgers,Texas Rangers,2,3,0
2024-06-13,Baltimore Orioles,Atlanta Braves,3,6,0
2024-06-13,Detroit Tigers,Washington Nationals,7,2,1
2024-06-13,Kansas City Royals,New York Yankees,4,3,1
2024-06-13,St. Louis Cardinals,Pittsburgh Pirates,4,3,1
2024-06-13,Tampa Bay Rays,Chicago Cubs,3,2,1
2024-06-13,Boston Red Sox,Philadelphia Phillies,9,3,1
2024-06-13,New York Mets,Miami Marlins,3,2,1
2024-06-13,Minnesota Twins,Oakland Athletics,6,2,1
2024-06-13,Arizona Diamondbacks,Los Angeles Angels,11,1,1
2024-06-13,Seattle Mariners,Chicago White Sox,2,3,0
2024-06-13,Los Angeles Dodgers,Texas Rangers,1,3,0
2024-06-14,Chicago Cubs,St. Louis Cardinals,0,3,0
2024-06-14,Boston Red Sox,New York Yankees,1,8,0
2024-06-14,Washington Nationals,Miami Marlins,8,1,1
2024-06-14,Baltimore Orioles,Philadelphia Phillies,3,5,0
2024-06-14,Toronto Blue Jays,Cleveland Guardians,1,3,0
2024-06-14,New York Mets,San Diego Padres,2,1,1
2024-06-14,Atlanta Braves,Tampa Bay Rays,7,3,1
2024-06-14,Houston Astros,Detroit Tigers,4,0,1
2024-06-14,Minnesota Twins,Oakland Athletics,6,5,1
2024-06-14,Milwaukee Brewers,Cincinnati Reds,5,6,0
2024-06-14,Colorado Rockies,Pittsburgh Pirates,2,5,0
2024-06-14,Arizona Diamondbacks,Chicago White Sox,7,1,1
2024-06-14,Los Angeles Dodgers,Kansas City Royals,4,3,1
2024-06-14,Seattle Mariners,Texas Rangers,3,2,1
2024-06-14,San Francisco Giants,Los Angeles Angels,6,8,0
2024-06-15,Chicago Cubs,St. Louis Cardinals,5,1,1
2024-06-15,Toronto Blue Jays,Cleveland Guardians,5,0,1
2024-06-15,San Francisco Giants,Los Angeles Angels,3,4,0
2024-06-15,Baltimore Orioles,Philadelphia Phillies,6,2,1
2024-06-15,Washington Nationals,Miami Marlins,4,0,1
2024-06-15,Houston Astros,Detroit Tigers,5,13,0
2024-06-15,New York Mets,San Diego Padres,5,1,1
2024-06-15,Atlanta Braves,Tampa Bay Rays,9,2,1
2024-06-15,Milwaukee Brewers,Cincinnati Reds,3,1,1
2024-06-15,Seattle Mariners,Texas Rangers,7,5,1
2024-06-15,Boston Red Sox,New York Yankees,8,4,1
2024-06-15,Los Angeles Dodgers,Kansas City Royals,2,7,0
2024-06-15,Colorado Rockies,Pittsburgh Pirates,16,4,1
2024-06-15,Arizona Diamondbacks,Chicago White Sox,2,9,0
2024-06-16,Chicago Cubs,St. Louis Cardinals,1,2,0
2024-06-16,Baltimore Orioles,Philadelphia Phillies,8,3,1
2024-06-16,Atlanta Braves,Tampa Bay Rays,6,8,0
2024-06-16,Washington Nationals,Miami Marlins,3,1,1
2024-06-16,Toronto Blue Jays,Cleveland Guardians,7,6,1
2024-06-16,New York Mets,San Diego Padres,11,6,1
2024-06-16,Houston Astros,Detroit Tigers,4,1,1
2024-06-16,Minnesota Twins,Oakland Athletics,6,2,1
2024-06-16,Minnesota Twins,Oakland Athletics,8,7,1
2024-06-16,Milwaukee Brewers,Cincinnati Reds,5,4,1
2024-06-16,Colorado Rockies,Pittsburgh Pirates,2,8,0
2024-06-16,San Francisco Giants,Los Angeles Angels,13,6,1
2024-06-16,Los Angeles Dodgers,Kansas City Royals,3,0,1
2024-06-16,Seattle Mariners,Texas Rangers,5,0,1
2024-06-16,Arizona Diamondbacks,Chicago White Sox,12,5,1
2024-06-16,Boston Red Sox,New York Yankees,9,3,1
2024-06-17,Pittsburgh Pirates,Cincinnati Reds,4,1,1
2024-06-17,Philadelphia Phillies,San Diego Padres,9,2,1
2024-06-17,Miami Marlins,St. Louis Cardinals,6,7,0
2024-06-17,Toronto Blue Jays,Boston Red Sox,3,7,0
2024-06-17,Atlanta Braves,Detroit Tigers,2,1,1
2024-06-17,Chicago Cubs,San Francisco Giants,6,7,0
2024-06-17,Texas Rangers,New York Mets,2,14,0
2024-06-17,Colorado Rockies,Los Angeles Dodgers,5,9,0
2024-06-17,Los Angeles Angels,Milwaukee Brewers,5,3,1
2024-06-18,Miami Marlins,St. Louis Cardinals,9,8,1
2024-06-18,Pittsburgh Pirates,Cincinnati Reds,1,2,0
2024-06-18,Cleveland Guardians,Seattle Mariners,5,8,0
2024-06-18,Philadelphia Phillies,San Diego Padres,4,3,1
2024-06-18,Washington Nationals,Arizona Diamondbacks,0,5,0
2024-06-18,New York Yankees,Baltimore Orioles,4,2,1
2024-06-18,Toronto Blue Jays,Boston Red Sox,3,4,0
2024-06-18,Atlanta Braves,Detroit Tigers,2,1,1
2024-06-18,Minnesota Twins,Tampa Bay Rays,7,6,1
2024-06-18,Chicago Cubs,San Francisco Giants,5,2,1
2024-06-18,Texas Rangers,New York Mets,6,7,0
2024-06-18,Chicago White Sox,Houston Astros,2,0,1
2024-06-18,Colorado Rockies,Los Angeles Dodgers,9,11,0
2024-06-18,Los Angeles Angels,Milwaukee Brewers,3,6,0
2024-06-18,Oakland Athletics,Kansas City Royals,7,5,1
2024-06-19,Atlanta Braves,Detroit Tigers,7,0,1
2024-06-19,Pittsburgh Pirates,Cincinnati Reds,1,0,1
2024-06-19,Miami Marlins,St. Louis Cardinals,4,3,1
2024-06-19,Philadelphia Phillies,San Diego Padres,2,5,0
2024-06-19,Chicago Cubs,San Francisco Giants,6,5,1
2024-06-19,Washington Nationals,Arizona Diamondbacks,3,1,1
2024-06-19,Cleveland Guardians,Seattle Mariners,8,0,1
2024-06-19,New York Yankees,Baltimore Orioles,6,7,0
2024-06-19,Toronto Blue Jays,Boston Red Sox,3,7,0
2024-06-19,Minnesota Twins,Tampa Bay Rays,2,3,0
2024-06-19,Texas Rangers,New York Mets,5,3,1
2024-06-19,Chicago White Sox,Houston Astros,1,4,0
2024-06-19,Colorado Rockies,Los Angeles Dodgers,7,6,1
2024-06-19,Los Angeles Angels,Milwaukee Brewers,0,2,0
2024-06-19,Oakland Athletics,Kansas City Royals,5,1,1
2024-06-20,Washington Nationals,Arizona Diamondbacks,2,5,0
2024-06-20,Cleveland Guardians,Seattle Mariners,6,3,1
2024-06-20,Minnesota Twins,Tampa Bay Rays,6,7,0
2024-06-20,Chicago White Sox,Houston Astros,3,5,0
2024-06-20,Colorado Rockies,Los Angeles Dodgers,3,5,0
2024-06-20,Oakland Athletics,Kansas City Royals,2,3,0
2024-06-20,New York Yankees,Baltimore Orioles,5,17,0
2024-06-20,St. Louis Cardinals,San Francisco Giants,6,5,1
2024-06-20,San Diego Padres,Milwaukee Brewers,7,6,1
2024-06-21,Chicago Cubs,New York Mets,1,11,0
2024-06-21,Pittsburgh Pirates,Tampa Bay Rays,3,10,0
2024-06-21,Philadelphia Phillies,Arizona Diamondbacks,4,5,0
2024-06-21,Detroit Tigers,Chicago White Sox,2,1,1
2024-06-21,New York Yankees,Atlanta Braves,1,8,0
2024-06-21,Cincinnati Reds,Boston Red Sox,5,2,1
2024-06-21,Cleveland Guardians,Toronto Blue Jays,7,1,1
2024-06-21,Miami Marlins,Seattle Mariners,3,2,1
2024-06-21,Texas Rangers,Kansas City Royals,6,2,1
2024-06-21,Houston Astros,Baltimore Orioles,14,11,1
2024-06-21,Colorado Rockies,Washington Nationals,5,11,0
2024-06-21,Oakland Athletics,Minnesota Twins,6,5,1
2024-06-21,San Diego Padres,Milwaukee Brewers,9,5,1
2024-06-21,Los Angeles Dodgers,Los Angeles Angels,2,3,0
2024-06-22,Detroit Tigers,Chicago White Sox,1,5,0
2024-06-22,St. Louis Cardinals,San Francisco Giants,9,4,1
2024-06-22,Chicago Cubs,New York Mets,8,1,1
2024-06-22,Pittsburgh Pirates,Tampa Bay Rays,4,3,1
2024-06-22,Texas Rangers,Kansas City Royals,6,0,1
2024-06-22,Philadelphia Phillies,Arizona Diamondbacks,12,1,1
2024-06-22,Oakland Athletics,Minnesota Twins,2,10,0
2024-06-22,Cincinnati Reds,Boston Red Sox,3,4,0
2024-06-22,Houston Astros,Baltimore Orioles,5,1,1
2024-06-22,Cleveland Guardians,Toronto Blue Jays,6,3,1
2024-06-22,Miami Marlins,Seattle Mariners,0,9,0
2024-06-22,New York Yankees,Atlanta Braves,8,3,1
2024-06-22,San Diego Padres,Milwaukee Brewers,6,4,1
2024-06-22,Colorado Rockies,Washington Nationals,8,7,1
2024-06-22,Los Angeles Dodgers,Los Angeles Angels,7,2,1
2024-06-23,Philadelphia Phillies,Arizona Diamondbacks,4,1,1
